R&D Spend,Administration,Marketing Spend,State,Profit
171682.55036860236,93972.159539152,215443.76183090298,India,283483.6210625786
85798.80547500367,184450.37277816798,124357.13629381495,USA,213625.89526361998
150174.21355829947,51950.288526610406,308572.493302015,India,287261.73376307636
150908.57481693648,62826.27962817021,353388.6084427229,India,335326.5389074205
20624.77376718652,81182.9382719041,83520.95395047493,India,114860.74263033082
180510.58133591333,53979.83058107296,83809.60814415883,India,228805.50738681294
101050.47448957142,77215.3152634696,18335.713466771485,India,145972.1214915116
165291.49322154833,137456.23414545384,368201.0075328203,India,372413.11840872286
64009.92020612235,113213.68258887468,331902.26381090254,USA,252631.8456250434
179104.6456992401,183900.75666154624,237315.43787490693,Germany,285072.34625736607
77840.33574683263,172616.53426076612,422085.22448459856,Canada,320178.59135539626
2167.530296059672,101272.6027546814,402835.0764750266,India,216668.41139444162
181076.39528385273,88913.51501469387,292677.18219837605,Canada,361292.6161806346
18257.33535722671,106953.86122509003,434135.6402566293,USA,260242.1305329763
63862.727518082975,138544.24137722116,102920.60501838413,India,146577.8530725145
190012.393410161,90209.54612343144,55959.80969886394,Germany,218082.39093539954
190121.42938751122,143622.3361773701,134874.8057584948,Canada,263493.2961699165
114687.57762465722,111411.74782868606,28543.428044657427,India,173346.32127927538
126367.44243395985,132807.07712779703,265584.764000516,USA,261275.4718510759
89689.10439566395,115418.9793702975,468302.84614748077,Germany,344420.54950610566
58642.154339612905,94169.86393128765,19671.770334254823,Canada,70151.15610424307
65732.90907398319,192267.9960443235,61054.9570050134,Canada,114393.7543505762
134503.69121540769,164540.8691239641,226099.51414171763,India,257779.5889622685
150474.905887536,71016.97636496788,466937.5087639525,Germany,374413.03606052714
158315.8087451697,180270.19638468692,158078.05248837525,Germany,251186.68766538423
157923.62855891077,123114.67973742704,253617.40434419623,Germany,276233.58934297774
18241.220609738073,184182.8340341137,20786.42952519605,Germany,52114.69218718592
98884.0609405163,169978.28839209728,74171.60048104443,USA,165524.42405799057
11511.752003328857,113782.02567038502,493315.0614794234,Germany,259907.13256287025
109905.7764647471,53370.39624801761,482559.3482180228,Canada,360416.5334290064
88306.10027467541,90301.60390774191,2469.990467204808,Canada,100619.15168435537
177540.83655165994,131245.13219913002,475905.8927116195,USA,390208.1252675781
70183.00251041574,145021.7329739221,319559.96890775015,Canada,253248.72481338703
23413.403285521174,88683.15281498033,433959.14726001106,Canada,247272.1139911049
28598.33641056717,70903.41111092363,227369.92781692956,Germany,164218.14657857924
152302.12634349446,175239.53551989485,257798.01428962513,Canada,330121.5777960395
123643.6126632522,197660.3271055328,244423.2901284601,USA,242921.1839335768
20224.53522455805,128853.52734540288,333432.1287730522,Germany,223852.27235274174
16821.361222999487,75751.89287724553,69825.62737815645,India,67892.81461931867
140193.826291824,90846.09897790535,14986.794936338976,Germany,160329.0897240096
14552.601272838705,52758.60148212001,153964.97079559547,USA,108716.07942545848
164372.01185807123,187144.82098407485,352340.38136832335,Germany,348771.8598310647
141248.44543129925,67662.66243352117,100926.72606147418,Germany,177379.8393925005
16269.756128379953,136477.47132713802,336716.21666245867,USA,206396.63749600493
16967.542817038382,91108.2831030809,484956.0230536352,Germany,304904.6734833445
197327.91570023508,133126.700377369,46950.357894709196,USA,221701.75459419223
74854.15915122407,147713.05825277965,336301.05911256315,USA,310371.5880681549
74128.42941337818,174461.27055608024,221875.10965228558,India,221365.463247377
162559.91345150053,80963.19076409048,434071.1271887527,Canada,357204.31624659465
189449.71547677173,51649.37429877207,88574.89472369295,Canada,181067.74418063898
197200.2127645742,70532.8445103211,346312.97611308226,Germany,316013.7180961779
150675.63705178833,185002.79627721576,419057.6448240551,Germany,353887.45207651315
75251.91710618316,181083.5116343773,472307.1097370116,India,356022.6750639952
16700.143339733753,139611.96532554625,341624.0141448229,India,236230.211806461
155429.38318548736,140077.529065048,248587.38200421366,India,259036.64222936847
111680.84994716101,149755.50118193834,308923.62010060693,USA,306633.90664413606
84844.40184939526,76305.69179351744,434452.4922393591,India,298332.25410358224
181270.87701894718,187161.79188874396,285304.87331941485,India,346753.53608119936
22239.49646123027,112815.57873381097,15193.52984841843,Germany,91477.44827844521
98525.02085817183,107470.77923742462,465474.34775348887,India,361735.21065181994
2270.7289534838137,127837.65579242563,344763.3755157806,USA,207178.95470028836
93732.12839882525,57044.895016258255,338256.6928886233,USA,243403.67315994357
11260.65513636747,74942.50531341191,107837.57619885859,Germany,42373.75577596075
23763.583253614383,160705.0424639556,329442.7351163286,India,217560.68051539405
23505.249355420976,62419.80018876897,196932.20282707925,India,131773.6361779532
129842.06042321271,140472.81641995822,325616.48852074606,USA,289080.146981907
149208.97585308464,86802.36645219814,53296.51515399536,India,169431.00885327873
116673.75301943193,108394.34210629648,328922.652301518,India,291855.6688573689
192434.5096949084,93304.06051560497,499706.8628853333,India,427295.1377171133
74974.11590474081,103350.90746974238,24106.019430278015,Canada,90037.52306338518
57142.417256372144,157856.88577763684,488587.09211065865,Germany,340737.6390330526
173719.82563789206,94568.25734347626,203453.9803614353,Canada,277912.1408854624
44719.167703890525,134960.69604453456,435376.72516862955,Germany,272143.9240119306
192644.50788812226,121407.56032986495,391192.74202913675,USA,414352.8930189511
2430.894937963268,149550.67480439722,283508.1304933339,India,186592.2209926715
193975.76534152782,190524.4608987137,369224.60462566325,Germany,397327.24531456496
8631.982390115223,159885.81458153756,439257.78065067396,Canada,288664.50907702156
178228.62273961422,82241.05678861351,202070.16082551648,India,272954.61826630373
105540.22181725997,54677.4702591927,163516.58078161936,USA,201656.44160064036
198592.95922386006,89339.60664497377,333796.6927817924,Germany,358317.0790675129
14759.312947079772,139261.6896050382,403922.9709706293,Germany,243298.69523168117
110770.85688026415,57713.87202263755,381142.5673883079,Germany,303732.20130927855
193860.50712381979,124454.93708018545,398906.82442931726,India,369003.7748913569
104619.56883402976,139526.4273375334,217791.6574064665,Canada,236620.60608724755
125879.7276270525,100136.58362254413,408917.1080875108,Canada,334538.7114192714
139149.73779692344,165636.83056187327,60104.52768530422,Germany,186900.76610330207
90908.21295355464,65989.73797006578,272244.54898042476,USA,226075.01601529724
125511.6160168127,61270.667260371316,2879.3302490607853,USA,82593.17720613917
116862.86238462005,159228.3134305405,162292.91495013513,Canada,211430.74325710651
180231.6020981978,124323.69743092977,183230.76743569894,USA,274954.6726485089
9089.276068291574,153260.3594641604,198086.3458046277,Canada,155489.82943614325
56192.63791844607,115224.10079056193,347733.6033449311,Germany,232834.6394258718
190082.29681531174,86960.30498586602,194279.05063517287,Canada,300607.61108288966
178052.75677818328,172865.34765112994,224346.81131126534,Canada,289151.71840922826
91131.35055714259,169912.38184534688,118772.06543716374,Germany,202653.97172843476
124026.51956030735,154204.470628164,186625.89581467005,USA,247339.39198146382
55476.23659622654,90821.7705844944,113634.81363157574,Canada,115520.38107124137
37624.23194475226,138534.60003036307,36597.96188422182,Canada,125464.96435921188
92739.68098799643,104146.08454100402,301724.29669068893,Germany,232424.9818629132
70670.44560521057,63737.31099899512,334106.39927750814,USA,261093.8328948211
116731.22237017441,187597.03631933642,309745.17300480726,Canada,324548.32165520365
15546.927392996968,70522.79463784421,231747.02190028617,Germany,136055.487074361
194878.9615332333,192535.60307312038,189892.8900896149,Canada,336459.60119461676
197242.14889592057,116900.86594369337,431666.82478591264,India,403696.4610008217
